Station,Date,Influx,Tickets,Pre-booked,Onspot,Revenue
ST04,1/19/2022,6821,4722,3888,834,23610
ST04,1/20/2022,9696,4915,4033,882,24575
ST04,1/21/2022,4048,815,731,84,4075
ST04,1/22/2022,5025,4481,3145,1336,22405
ST04,1/23/2022,7029,1910,1701,209,9550
ST04,1/24/2022,4959,1264,902,362,6320
ST04,1/25/2022,3307,1721,1462,259,8605
ST04,1/26/2022,9920,3211,2637,574,16055
ST04,1/27/2022,5294,4803,3789,1014,24015
ST04,1/28/2022,4325,1216,987,229,6080
ST04,1/29/2022,9808,2939,2391,548,14695
ST04,1/30/2022,9524,1853,1308,545,9265
ST04,1/31/2022,9556,2360,1828,532,11800
ST04,2/1/2022,8762,8084,7364,720,40420
ST04,2/2/2022,6313,4084,3204,880,20420
ST04,2/3/2022,7410,2048,1726,322,10240
ST04,2/4/2022,5811,5158,4083,1075,25790
ST04,2/5/2022,5809,2050,1577,473,10250
ST04,2/6/2022,8530,3285,2744,541,16425
ST04,2/7/2022,7161,3454,2623,831,17270
ST04,2/8/2022,7006,5909,5091,818,29545
ST04,2/9/2022,6355,5417,4185,1232,27085
ST04,2/10/2022,6697,3766,3381,385,18830
ST04,2/11/2022,4865,2814,2556,258,14070
ST04,2/12/2022,6477,4316,3844,472,21580
ST04,2/13/2022,5668,3634,3102,532,18170
ST04,2/14/2022,9948,1451,1260,191,7255
ST04,2/15/2022,4587,2792,2181,611,13960
ST04,2/16/2022,8395,4542,3409,1133,22710
ST04,2/17/2022,6661,4812,3845,967,24060
ST04,2/18/2022,6330,1614,1408,206,8070
ST04,2/19/2022,4853,1355,1015,340,6775
ST04,2/20/2022,5938,1035,927,108,5175
ST04,2/21/2022,4245,3119,2368,751,15595
ST04,2/22/2022,9280,7395,6118,1277,36975
ST04,2/23/2022,6801,3625,2567,1058,18125
ST04,2/24/2022,5767,5150,4397,753,25750
ST04,2/25/2022,3920,2416,2021,395,12080
ST04,2/26/2022,4599,517,372,145,2585
ST04,2/27/2022,8519,3744,2653,1091,18720
ST04,2/28/2022,7426,5537,4524,1013,27685
ST04,3/1/2022,4452,3790,2987,803,18950
ST04,3/2/2022,6351,4435,3865,570,22175
ST04,3/3/2022,5285,4194,3511,683,20970
ST04,3/4/2022,7909,4523,4159,364,22615
ST04,3/5/2022,9483,3342,2976,366,16710
ST04,3/6/2022,4821,3275,3003,272,16375
ST04,3/7/2022,9427,8013,6354,1659,40065
ST04,3/8/2022,9781,3407,3100,307,17035
ST04,3/9/2022,9735,5056,4190,866,25280
ST04,3/10/2022,5604,2939,2071,868,14695
ST04,3/11/2022,6578,1786,1267,519,8930
ST04,3/12/2022,7770,7233,5936,1297,36165
ST04,3/13/2022,8522,7154,6538,616,35770
ST04,3/14/2022,4146,1144,804,340,5720
ST04,3/15/2022,9794,1738,1239,499,8690
ST04,3/16/2022,9681,2014,1422,592,10070
ST04,3/17/2022,7755,4609,3529,1080,23045
ST04,3/18/2022,5411,1472,1223,249,7360
ST04,3/19/2022,9868,7014,5099,1915,35070
ST04,3/20/2022,7034,6701,4850,1851,33505
ST04,3/21/2022,8456,1107,972,135,5535
ST04,3/22/2022,7807,2080,1830,250,10400
ST04,3/23/2022,8684,4465,3760,705,22325
ST04,3/24/2022,3102,1726,1547,179,8630
ST04,3/25/2022,9305,5542,4609,933,27710
ST04,3/26/2022,5135,2821,2272,549,14105
ST04,3/27/2022,7660,2489,2167,322,12445
ST04,3/28/2022,9270,6615,4893,1722,33075
ST04,3/29/2022,3345,2044,1492,552,10220
ST04,3/30/2022,4563,830,689,141,4150
ST04,3/31/2022,9064,4036,3483,553,20180
ST04,4/1/2022,9883,4337,3328,1009,21685
ST04,4/2/2022,8206,1252,1063,189,6260
ST04,4/3/2022,8574,3601,3064,537,18005
ST04,4/4/2022,4238,2523,1966,557,12615
ST04,4/5/2022,8104,2412,1903,509,12060
ST04,4/6/2022,8969,4490,3273,1217,22450
ST04,4/7/2022,6166,4107,3282,825,20535
ST04,4/8/2022,3647,3075,2744,331,15375
ST04,4/9/2022,7334,6814,5126,1688,34070
ST04,4/10/2022,5640,2916,2489,427,14580
ST04,4/11/2022,6002,2939,2617,322,14695
ST04,4/12/2022,5008,1641,1194,447,8205
ST04,4/13/2022,4301,1748,1301,447,8740
ST04,4/14/2022,3232,2698,2286,412,13490
ST04,4/15/2022,4291,2852,2109,743,14260
ST04,4/16/2022,8466,1237,972,265,6185
ST04,4/17/2022,7254,2728,2258,470,13640
ST04,4/18/2022,5184,2788,2480,308,13940
ST04,4/19/2022,6977,3200,2557,643,16000
ST04,4/20/2022,7643,5143,4042,1101,25715
ST04,4/21/2022,8460,7044,5405,1639,35220
ST04,4/22/2022,6265,1871,1385,486,9355
ST04,4/23/2022,6058,1289,1155,134,6445
ST04,4/24/2022,6693,6495,4920,1575,32475
ST04,4/25/2022,3585,1319,1030,289,6595
ST04,4/26/2022,7081,2155,1915,240,10775
ST04,4/27/2022,8243,5284,4556,728,26420
ST04,4/28/2022,5870,3419,2565,854,17095
ST04,4/29/2022,9937,6219,5089,1130,31095
ST04,4/30/2022,5997,5426,4627,799,27130
ST04,5/1/2022,5370,2018,1847,171,10090
ST04,5/2/2022,3357,1282,955,327,6410
ST04,5/3/2022,5064,4158,3273,885,20790
ST04,5/4/2022,4369,3347,2596,751,16735
ST04,5/5/2022,5169,4785,3558,1227,23925
ST04,5/6/2022,4804,3565,2697,868,17825
ST04,5/7/2022,4466,1637,1286,351,8185
ST04,5/8/2022,9600,2625,2029,596,13125
ST04,5/9/2022,7387,2435,2186,249,12175
ST04,5/10/2022,8690,3158,2532,626,15790
ST04,5/11/2022,8706,2974,2279,695,14870
ST04,5/12/2022,7337,1687,1410,277,8435
ST04,5/13/2022,4069,3573,2674,899,17865
ST04,5/14/2022,9921,3450,3051,399,17250
ST04,5/15/2022,3233,3129,2458,671,15645
ST04,5/16/2022,6424,1297,1174,123,6485
ST04,5/17/2022,8366,6463,5566,897,32315
ST04,5/18/2022,3938,1881,1397,484,9405
ST04,5/19/2022,4035,1700,1407,293,8500
ST04,5/20/2022,7914,6640,4731,1909,33200
ST04,5/21/2022,6725,4364,3255,1109,21820
ST04,5/22/2022,7255,6343,5740,603,31715
ST04,5/23/2022,4136,782,570,212,3910
ST04,5/24/2022,6440,1110,847,263,5550
ST04,5/25/2022,3697,2410,2207,203,12050
ST04,5/26/2022,7237,1186,876,310,5930
ST04,5/27/2022,8272,6007,4840,1167,30035
ST04,5/28/2022,6439,4903,3949,954,24515
ST04,5/29/2022,5777,4702,4226,476,23510
ST04,5/30/2022,5789,1744,1586,158,8720
ST04,5/31/2022,5447,1315,1015,300,6575
ST04,6/1/2022,3876,2624,2394,230,13120
ST04,6/2/2022,6010,2940,2401,539,14700
ST04,6/3/2022,8348,2149,1944,205,10745
ST04,6/4/2022,7232,4202,3107,1095,21010
ST04,6/5/2022,9581,4500,3362,1138,22500
ST04,6/6/2022,6415,4323,3578,745,21615
ST04,6/7/2022,6021,3525,2535,990,17625
ST04,6/8/2022,3431,2057,1444,613,10285
ST04,6/9/2022,8789,6306,5666,640,31530
ST04,6/10/2022,4346,2063,1742,321,10315
ST04,6/11/2022,5899,752,595,157,3760
ST04,6/12/2022,3090,2589,1882,707,12945
ST04,6/13/2022,4688,4391,3088,1303,21955
ST04,6/14/2022,9550,8397,5971,2426,41985
ST04,6/15/2022,6660,6050,4914,1136,30250
ST04,6/16/2022,4844,2535,2305,230,12675
ST04,6/17/2022,7448,4599,3367,1232,22995
ST04,6/18/2022,6475,2212,1889,323,11060
ST04,6/19/2022,5682,3777,2731,1046,18885
ST04,6/20/2022,9974,8491,7589,902,42455
ST04,6/21/2022,3431,1944,1369,575,9720
ST04,6/22/2022,3957,603,540,63,3015
ST04,6/23/2022,6748,3989,2918,1071,19945
ST04,6/24/2022,9953,7265,5251,2014,36325
ST04,6/25/2022,9875,5918,4849,1069,29590
ST04,6/26/2022,8166,4331,3582,749,21655
ST04,6/27/2022,9085,4302,3825,477,21510
ST04,6/28/2022,7038,6482,5308,1174,32410
ST04,6/29/2022,6346,5501,3882,1619,27505
ST04,6/30/2022,7071,2676,2328,348,13380
ST04,7/1/2022,3363,1272,947,325,6360
ST04,7/2/2022,8879,2786,1956,830,13930
ST04,7/3/2022,4481,1284,1145,139,6420
ST04,7/4/2022,9575,6141,5513,628,30705
ST04,7/5/2022,6983,2487,2144,343,12435
ST04,7/6/2022,3529,2774,2431,343,13870
ST04,7/7/2022,3636,2828,2527,301,14140
ST04,7/8/2022,9957,3538,2765,773,17690
ST04,7/9/2022,7488,4390,3268,1122,21950
ST04,7/10/2022,6585,5262,4410,852,26310
ST04,7/11/2022,9369,8200,6112,2088,41000
ST04,7/12/2022,4786,3946,3324,622,19730
ST04,7/13/2022,3250,1257,1070,187,6285
ST04,7/14/2022,8646,1865,1647,218,9325
ST04,7/15/2022,7848,6425,5707,718,32125
ST04,7/16/2022,3574,2290,1724,566,11450
ST04,7/17/2022,7050,1489,1165,324,7445
ST04,7/18/2022,4282,1799,1391,408,8995
ST04,7/19/2022,8876,4185,3804,381,20925
ST04,7/20/2022,4374,1413,1266,147,7065
ST04,7/21/2022,9493,1106,990,116,5530
ST04,7/22/2022,3345,3203,2748,455,16015
ST04,7/23/2022,3111,703,528,175,3515
ST04,7/24/2022,6449,3981,3243,738,19905
ST04,7/25/2022,5566,1993,1645,348,9965
ST04,7/26/2022,7621,4147,3437,710,20735
ST04,7/27/2022,3353,2084,1621,463,10420
ST04,7/28/2022,9989,9784,8437,1347,48920
ST04,7/29/2022,5158,4171,3824,347,20855
ST04,7/30/2022,8014,6553,5570,983,32765
ST04,7/31/2022,5635,3626,2788,838,18130
ST04,8/1/2022,7475,4617,3667,950,23085
ST04,8/2/2022,9817,5756,4060,1696,28780
ST04,8/3/2022,4594,4161,3786,375,20805
ST04,8/4/2022,5790,3389,2463,926,16945
ST04,8/5/2022,4092,1240,996,244,6200
ST04,8/6/2022,8743,8297,7477,820,41485
ST04,8/7/2022,7116,5698,4926,772,28490
ST04,8/8/2022,5321,3632,2586,1046,18160
ST04,8/9/2022,5310,1733,1373,360,8665
ST04,8/10/2022,3820,1405,1269,136,7025
ST04,8/11/2022,7666,2238,1792,446,11190
ST04,8/12/2022,5873,1420,1196,224,7100
ST04,8/13/2022,3734,2661,2283,378,13305
ST04,8/14/2022,5920,1104,848,256,5520
ST04,8/15/2022,4467,944,700,244,4720
ST04,8/16/2022,9040,7918,6806,1112,39590
ST04,8/17/2022,6617,2964,2268,696,14820
ST04,8/18/2022,8806,6791,5007,1784,33955
ST04,8/19/2022,8479,1887,1591,296,9435
ST04,8/20/2022,4651,1834,1512,322,9170
ST04,8/21/2022,3292,2542,2139,403,12710
ST04,8/22/2022,6246,1478,1099,379,7390
ST04,8/23/2022,8208,5072,3569,1503,25360
ST04,8/24/2022,9636,8945,8155,790,44725
ST04,8/25/2022,8418,1382,1147,235,6910
ST04,8/26/2022,6932,2112,1826,286,10560
ST04,8/27/2022,5916,2847,2133,714,14235
ST04,8/28/2022,3486,1555,1176,379,7775
ST04,8/29/2022,6803,3153,2621,532,15765
ST04,8/30/2022,8111,5643,5035,608,28215
ST04,8/31/2022,3237,1412,1115,297,7060
ST04,9/1/2022,6688,1243,918,325,6215
ST04,9/2/2022,7923,1538,1170,368,7690
ST04,9/3/2022,3735,2956,2644,312,14780
ST04,9/4/2022,3870,3244,2293,951,16220
ST04,9/5/2022,5342,4178,2998,1180,20890
ST04,9/6/2022,9132,6976,4891,2085,34880
ST04,9/7/2022,8267,7046,5484,1562,35230
ST04,9/8/2022,7205,6731,5979,752,33655
ST04,9/9/2022,9412,1483,1221,262,7415
ST04,9/10/2022,3193,786,562,224,3930
ST04,9/11/2022,8252,3320,2564,756,16600
ST04,9/12/2022,8978,1329,962,367,6645
ST04,9/13/2022,8886,1339,1034,305,6695
ST04,9/14/2022,4314,2729,2065,664,13645
ST04,9/15/2022,5078,4728,3578,1150,23640
ST04,9/16/2022,5232,2676,2170,506,13380
ST04,9/17/2022,9965,1169,1042,127,5845
ST04,9/18/2022,3919,2925,2172,753,14625
ST04,9/19/2022,6649,6191,4624,1567,30955
ST04,9/20/2022,6498,4870,3805,1065,24350
ST04,9/21/2022,7538,6528,5494,1034,32640
ST04,9/22/2022,8393,7968,6722,1246,39840
ST04,9/23/2022,6039,4573,4059,514,22865
ST04,9/24/2022,9841,3315,3039,276,16575
ST04,9/25/2022,4183,1972,1588,384,9860
ST04,9/26/2022,9890,4132,3792,340,20660
ST04,9/27/2022,4521,4263,3672,591,21315
ST04,9/28/2022,4323,1442,1263,179,7210
ST04,9/29/2022,8485,3464,2478,986,17320
ST04,9/30/2022,4512,3341,2411,930,16705
ST04,10/1/2022,7107,2855,2162,693,14275
ST04,10/2/2022,3783,892,820,72,4460
ST04,10/3/2022,6514,5065,4309,756,25325
ST04,10/4/2022,9611,5322,4756,566,26610
ST04,10/5/2022,3951,2929,2491,438,14645
ST04,10/6/2022,9133,8491,7024,1467,42455
ST04,10/7/2022,9647,2802,2389,413,14010
ST04,10/8/2022,3570,2643,2283,360,13215
ST04,10/9/2022,5560,3237,2320,917,16185
ST04,10/10/2022,9144,6766,5481,1285,33830
ST04,10/11/2022,3083,1214,1037,177,6070
ST04,10/12/2022,4765,4014,3293,721,20070
ST04,10/13/2022,4766,4363,3220,1143,21815
ST04,10/14/2022,4355,918,757,161,4590
ST04,10/15/2022,9926,5308,4508,800,26540
ST04,10/16/2022,9892,6747,5291,1456,33735
ST04,10/17/2022,6071,1449,1168,281,7245
ST04,10/18/2022,6145,2964,2142,822,14820
ST04,10/19/2022,7936,1921,1423,498,9605
ST04,10/20/2022,3544,952,732,220,4760
ST04,10/21/2022,3860,3698,3145,553,18490
ST04,10/22/2022,5933,4420,3709,711,22100
ST04,10/23/2022,5482,1368,1062,306,6840
ST04,10/24/2022,8404,8105,6165,1940,40525
ST04,10/25/2022,5579,2549,2211,338,12745
ST04,10/26/2022,8529,3693,2956,737,18465
ST04,10/27/2022,4486,2525,1932,593,12625
ST04,10/28/2022,9206,7474,5610,1864,37370
ST04,10/29/2022,7409,6989,5491,1498,34945
ST04,10/30/2022,9255,5967,5283,684,29835
ST04,10/31/2022,3958,555,392,163,2775
ST04,11/1/2022,8491,1202,862,340,6010
ST04,11/2/2022,4910,4637,4112,525,23185
ST04,11/3/2022,9587,7088,5441,1647,35440
ST04,11/4/2022,7843,1031,895,136,5155
ST04,11/5/2022,6734,3295,2987,308,16475
ST04,11/6/2022,4594,3020,2372,648,15100
ST04,11/7/2022,5787,958,789,169,4790
ST04,11/8/2022,4788,3413,2628,785,17065
ST04,11/9/2022,8196,3550,2566,984,17750
ST04,11/10/2022,4753,591,436,155,2955
ST04,11/11/2022,7268,7062,6031,1031,35310
ST04,11/12/2022,4034,2943,2529,414,14715
ST04,11/13/2022,4388,1050,763,287,5250
ST04,11/14/2022,4523,2859,2268,591,14295
ST04,11/15/2022,7467,2752,2335,417,13760
ST04,11/16/2022,3756,546,404,142,2730
ST04,11/17/2022,6837,2265,1656,609,11325
ST04,11/18/2022,5113,1570,1426,144,7850
ST04,11/19/2022,5638,3984,3629,355,19920
ST04,11/20/2022,7838,5999,4982,1017,29995
ST04,11/21/2022,5697,2269,1986,283,11345
ST04,11/22/2022,4866,818,693,125,4090
ST04,11/23/2022,5487,4642,3770,872,23210
ST04,11/24/2022,5643,5081,3572,1509,25405
ST04,11/25/2022,3694,1149,965,184,5745
ST04,11/26/2022,4280,4116,3365,751,20580
ST04,11/27/2022,6113,5829,5219,610,29145
ST04,11/28/2022,9896,7791,5624,2167,38955
ST04,11/29/2022,4114,1704,1279,425,8520
ST04,11/30/2022,9925,8732,6938,1794,43660
ST04,12/1/2022,8543,7721,5474,2247,38605
ST04,12/2/2022,3693,615,438,177,3075
ST04,12/3/2022,6381,923,838,85,4615
ST04,12/4/2022,6915,3456,2691,765,17280
ST04,12/5/2022,6652,2255,1597,658,11275
ST04,12/6/2022,7340,2586,2112,474,12930
ST04,12/7/2022,5774,3918,3176,742,19590
ST04,12/8/2022,7429,1847,1638,209,9235
ST04,12/9/2022,7227,6567,5390,1177,32835
ST04,12/10/2022,7311,5060,4165,895,25300
ST04,12/11/2022,4988,981,772,209,4905
ST04,12/12/2022,6008,5785,4246,1539,28925
ST04,12/13/2022,3976,1263,925,338,6315
ST04,12/14/2022,6319,1345,986,359,6725
ST04,12/15/2022,5773,3064,2676,388,15320
ST04,12/16/2022,3506,1677,1199,478,8385
ST04,12/17/2022,5095,3892,3022,870,19460
ST04,12/18/2022,8335,6507,5507,1000,32535
ST04,12/19/2022,8535,8239,7278,961,41195
ST04,12/20/2022,3303,468,387,81,2340
ST04,12/21/2022,4451,1431,1170,261,7155
ST04,12/22/2022,9609,7059,6159,900,35295
ST04,12/23/2022,6705,757,630,127,3785
ST04,12/24/2022,9216,6967,5240,1727,34835
ST04,12/25/2022,4633,1551,1203,348,7755
ST04,12/26/2022,4771,3985,3455,530,19925
ST04,12/27/2022,9401,4486,3202,1284,22430
ST04,12/28/2022,7548,2778,2194,584,13890
ST04,12/29/2022,3885,3708,3034,674,18540
ST04,12/30/2022,7239,4419,3929,490,22095
ST04,12/31/2022,3932,3124,2444,680,15620
ST05,1/1/2022,3015,477,373,104,2385
ST05,1/2/2022,7628,1059,815,244,5295
ST05,1/3/2022,3432,2757,2122,635,13785
ST05,1/4/2022,7804,1175,1030,145,5875
ST05,1/5/2022,9375,4909,4490,419,24545
ST05,1/6/2022,8187,1013,848,165,5065
ST05,1/7/2022,4382,3224,2708,516,16120
ST05,1/8/2022,8402,6633,4964,1669,33165
ST05,1/9/2022,5914,1735,1288,447,8675
ST05,1/10/2022,4424,2412,1968,444,12060
ST05,1/11/2022,6481,2840,2242,598,14200
ST05,1/12/2022,7752,1210,1011,199,6050
ST05,1/13/2022,9887,3137,2602,535,15685
ST05,1/14/2022,5037,1398,995,403,6990
ST05,1/15/2022,9306,2292,1905,387,11460
ST05,1/16/2022,8476,8136,6947,1189,40680
ST05,1/17/2022,4355,1281,918,363,6405
ST05,1/18/2022,7658,4028,3563,465,20140
ST05,1/19/2022,6697,3131,2192,939,15655
ST05,1/20/2022,7189,864,611,253,4320
ST05,1/21/2022,3061,405,364,41,2025
ST05,1/22/2022,3751,1357,1122,235,6785
ST05,1/23/2022,3957,1195,973,222,5975
ST05,1/24/2022,8764,2557,2260,297,12785
ST05,1/25/2022,4148,2902,2152,750,14510
ST05,1/26/2022,8841,6757,6095,662,33785
ST05,1/27/2022,8347,2982,2453,529,14910
ST05,1/28/2022,5585,1586,1369,217,7930
ST05,1/29/2022,7841,2470,2236,234,12350
ST05,1/30/2022,9050,7364,6460,904,36820
ST05,1/31/2022,5084,1847,1517,330,9235
ST05,2/1/2022,6767,1291,1007,284,6455
ST05,2/2/2022,3692,2454,2136,318,12270
ST05,2/3/2022,4560,2323,1699,624,11615
ST05,2/4/2022,7595,1687,1551,136,8435
ST05,2/5/2022,9560,9003,8107,896,45015
ST05,2/6/2022,9829,8122,6785,1337,40610
ST05,2/7/2022,7843,1997,1558,439,9985
ST05,2/8/2022,3993,809,655,154,4045
ST05,2/9/2022,3684,1709,1288,421,8545
ST05,2/10/2022,5010,1020,870,150,5100
ST05,2/11/2022,7450,6189,5509,680,30945
ST05,2/12/2022,4523,3367,2755,612,16835
ST05,2/13/2022,3862,3448,2747,701,17240
ST05,2/14/2022,6742,5161,4355,806,25805
ST05,2/15/2022,6671,1581,1376,205,7905
ST05,2/16/2022,9578,2311,2025,286,11555
ST05,2/17/2022,5357,2553,2240,313,12765
ST05,2/18/2022,8413,5690,4878,812,28450
ST05,2/19/2022,4951,4239,3431,808,21195
ST05,2/20/2022,4746,1843,1683,160,9215
ST05,2/21/2022,5680,1678,1536,142,8390
ST05,2/22/2022,6753,3974,3011,963,19870
ST05,2/23/2022,5239,4522,3357,1165,22610
ST05,2/24/2022,6293,3378,2655,723,16890
ST05,2/25/2022,7417,4556,3591,965,22780
ST05,2/26/2022,7546,7200,5155,2045,36000
ST05,2/27/2022,3326,1159,832,327,5795
ST05,2/28/2022,8144,2974,2099,875,14870
ST05,3/1/2022,7068,6589,6055,534,32945
ST05,3/2/2022,6269,6073,4924,1149,30365
ST05,3/3/2022,9938,8853,8116,737,44265
ST05,3/4/2022,9407,5977,4942,1035,29885
ST05,3/5/2022,6750,3691,2843,848,18455
ST05,3/6/2022,5998,4354,3278,1076,21770
ST05,3/7/2022,4459,2965,2657,308,14825
ST05,3/8/2022,9148,4458,3876,582,22290
ST05,3/9/2022,7020,1769,1511,258,8845
ST05,3/10/2022,4893,4031,3512,519,20155
ST05,3/11/2022,5736,3266,2720,546,16330
ST05,3/12/2022,8297,7445,6770,675,37225
ST05,3/13/2022,9884,7744,6379,1365,38720
ST05,3/14/2022,4436,3182,2746,436,15910
ST05,3/15/2022,6208,4113,3241,872,20565
ST05,3/16/2022,6964,2955,2513,442,14775
ST05,3/17/2022,5212,3743,2627,1116,18715
ST05,3/18/2022,8783,5803,4910,893,29015
ST05,3/19/2022,8684,3447,2924,523,17235
ST05,3/20/2022,9706,4749,3658,1091,23745
ST05,3/21/2022,6236,4377,3573,804,21885
ST05,3/22/2022,5123,1926,1660,266,9630
ST05,3/23/2022,3786,2476,1821,655,12380
ST05,3/24/2022,9547,2231,1760,471,11155
ST05,3/25/2022,5320,2265,2024,241,11325
ST05,3/26/2022,4624,714,520,194,3570
ST05,3/27/2022,8412,3090,2249,841,15450
ST05,3/28/2022,7396,6256,5547,709,31280
ST05,3/29/2022,7291,5598,3988,1610,27990
ST05,3/30/2022,3279,3136,2484,652,15680
ST05,3/31/2022,6445,4182,3354,828,20910
ST05,4/1/2022,4317,662,501,161,3310
ST05,4/2/2022,8983,7974,6601,1373,39870
ST05,4/3/2022,6287,1410,1210,200,7050
ST05,4/4/2022,5166,1617,1480,137,8085
ST05,4/5/2022,9586,8418,6999,1419,42090
ST05,4/6/2022,7328,3494,3106,388,17470
ST05,4/7/2022,5868,5020,4316,704,25100
ST05,4/8/2022,4547,3271,2586,685,16355
ST05,4/9/2022,3626,3402,2794,608,17010
ST05,4/10/2022,3743,3313,2383,930,16565
ST05,4/11/2022,7430,6426,4870,1556,32130
ST05,4/12/2022,3346,1411,1012,399,7055
ST05,4/13/2022,7716,7478,6276,1202,37390
ST05,4/14/2022,3099,2126,1501,625,10630
ST05,4/15/2022,7120,2285,2063,222,11425
ST05,4/16/2022,4806,2275,2062,213,11375
ST05,4/17/2022,3135,856,725,131,4280
ST05,4/18/2022,9567,5093,3663,1430,25465
ST05,4/19/2022,8553,6815,5568,1247,34075
ST05,4/20/2022,6675,2367,1949,418,11835
ST05,4/21/2022,6408,2914,2155,759,14570
ST05,4/22/2022,9650,5868,4322,1546,29340
ST05,4/23/2022,4854,562,405,157,2810
ST05,4/24/2022,6124,1392,1068,324,6960
ST05,4/25/2022,9850,6664,5672,992,33320
ST05,4/26/2022,6801,5126,3801,1325,25630
ST05,4/27/2022,5636,4421,3838,583,22105
ST05,4/28/2022,3945,2789,2542,247,13945
ST05,4/29/2022,7290,1769,1346,423,8845
ST05,4/30/2022,4017,3714,2803,911,18570
ST05,5/1/2022,3335,2327,2039,288,11635
ST05,5/2/2022,3789,2628,2180,448,13140
ST05,5/3/2022,7143,2806,2536,270,14030
ST05,5/4/2022,8901,6185,4537,1648,30925
ST05,5/5/2022,9135,2166,1597,569,10830
ST05,5/6/2022,5154,1368,1248,120,6840
ST05,5/7/2022,7075,5027,3567,1460,25135
ST05,5/8/2022,8041,5639,4729,910,28195
ST05,5/9/2022,6687,5794,4869,925,28970
ST05,5/10/2022,4648,3638,3160,478,18190
ST05,5/11/2022,3970,544,395,149,2720
ST05,5/12/2022,8835,7837,6234,1603,39185
ST05,5/13/2022,5676,2222,1582,640,11110
ST05,5/14/2022,8541,2138,1798,340,10690
ST05,5/15/2022,5226,1360,1098,262,6800
ST05,5/16/2022,7033,2513,1779,734,12565
ST05,5/17/2022,4506,2159,1565,594,10795
ST05,5/18/2022,8266,4288,3114,1174,21440
ST05,5/19/2022,6603,1532,1155,377,7660
ST05,5/20/2022,7173,5514,4329,1185,27570
ST05,5/21/2022,4047,2914,2679,235,14570
ST05,5/22/2022,6685,2100,1611,489,10500
ST05,5/23/2022,6277,2737,2194,543,13685
ST05,5/24/2022,5268,3372,2685,687,16860
ST05,5/25/2022,4111,945,818,127,4725
ST05,5/26/2022,6080,3703,2964,739,18515
ST05,5/27/2022,9552,5504,4549,955,27520
ST05,5/28/2022,9485,8627,6324,2303,43135
ST05,5/29/2022,9638,6350,5832,518,31750
ST05,5/30/2022,7708,2076,1540,536,10380
ST05,5/31/2022,4031,2595,2001,594,12975
ST05,6/1/2022,3662,3131,2822,309,15655
ST05,6/2/2022,8368,6109,5460,649,30545
ST05,6/3/2022,8475,4807,3803,1004,24035
ST05,6/4/2022,3678,2081,1754,327,10405
ST05,6/5/2022,9695,1121,884,237,5605
ST05,6/6/2022,5618,3370,2846,524,16850
ST05,6/7/2022,5518,4339,3277,1062,21695
ST05,6/8/2022,7127,4845,4347,498,24225
ST05,6/9/2022,6594,900,795,105,4500
ST05,6/10/2022,8194,4782,3738,1044,23910
ST05,6/11/2022,6062,5503,4728,775,27515
ST05,6/12/2022,7691,5947,4441,1506,29735
ST05,6/13/2022,4392,2412,2064,348,12060
ST05,6/14/2022,9195,5936,5156,780,29680
ST05,6/15/2022,9145,4870,4099,771,24350
ST05,6/16/2022,3346,827,630,197,4135
ST05,6/17/2022,6525,892,706,186,4460
ST05,6/18/2022,9965,2229,1561,668,11145
ST05,6/19/2022,6256,1651,1435,216,8255
ST05,6/20/2022,4987,2760,2394,366,13800
ST05,6/21/2022,6572,4997,4223,774,24985
ST05,6/22/2022,4282,616,521,95,3080
ST05,6/23/2022,4947,1320,954,366,6600
ST05,6/24/2022,6466,1561,1095,466,7805
ST05,6/25/2022,3302,374,297,77,1870
ST05,6/26/2022,7935,3824,2702,1122,19120
ST05,6/27/2022,6304,5640,4014,1626,28200
ST05,6/28/2022,5522,1440,1153,287,7200
ST05,6/29/2022,7691,2787,2080,707,13935
ST05,6/30/2022,3988,1149,1038,111,5745
ST05,7/1/2022,9750,3023,2341,682,15115
ST05,7/2/2022,3178,2199,1979,220,10995
ST05,7/3/2022,8902,1078,855,223,5390
ST05,7/4/2022,3053,2370,1731,639,11850
ST05,7/5/2022,6197,3750,2722,1028,18750
ST05,7/6/2022,7152,6106,5193,913,30530
ST05,7/7/2022,9601,8409,7064,1345,42045
ST05,7/8/2022,6170,4225,3839,386,21125
ST05,7/9/2022,7622,2396,2110,286,11980
ST05,7/10/2022,3653,2611,1870,741,13055
ST05,7/11/2022,9489,3067,2337,730,15335
ST05,7/12/2022,8689,3159,2268,891,15795
ST05,7/13/2022,7910,3930,3120,810,19650
ST05,7/14/2022,5355,2347,1817,530,11735
ST05,7/15/2022,8940,4900,3855,1045,24500
ST05,7/16/2022,5881,5444,4389,1055,27220
ST05,7/17/2022,5513,816,716,100,4080
ST05,7/18/2022,6223,2364,1996,368,11820
ST05,7/19/2022,9649,9526,6707,2819,47630
ST05,7/20/2022,5085,3363,2449,914,16815
ST05,7/21/2022,4852,1711,1265,446,8555
ST05,7/22/2022,7764,4748,3613,1135,23740
ST05,7/23/2022,9145,4656,3848,808,23280
ST05,7/24/2022,5874,1327,1085,242,6635
ST05,7/25/2022,9465,1158,1003,155,5790
ST05,7/26/2022,5481,2008,1809,199,10040
ST05,7/27/2022,8333,7076,6375,701,35380
ST05,7/28/2022,9575,4882,3863,1019,24410
ST05,7/29/2022,5948,2277,1745,532,11385
ST05,7/30/2022,8850,1169,990,179,5845
